bat1,bat2,coswarming,relatedness,sexage,max_co_occurrence,days
ID038,ID182,0,0,FAO-JUV,3,0
ID038,ID183,0,0,FAO-FAY,233,15
ID038,ID184,0,0,FAO-FAO,86,33
ID038,ID186,0,0,FAO-FAO,119,9
ID038,ID187,0,0.031,FAO-FAO,23,0
ID038,ID188,0,0,FAO-JUV,1,0
ID038,ID191,0,0,FAO-JUV,45,0
ID038,ID192,0,0.152,FAO-JUV,15,0
ID038,ID193,0,0.058,FAO-JUV,4,0
ID038,ID195,0,0.057,FAO-FAY,51,8
ID038,ID198,0,0.076,FAO-JUV,15,0
ID038,ID199,0,0.088,FAO-JUV,21,0
ID038,ID201,0,0.194,FAO-FAY,97,9
ID038,ID202,0,0,FAO-FAO,1,0
ID038,ID205,8,0.193,FAO-FAO,193,40
ID038,ID206,0,0.166,FAO-FAO,222,9
ID038,ID208,0,0,FAO-FAO,233,21
ID038,ID210,0,0,FAO-JUV,5,0
ID038,ID212,0,0,FAO-FAO,7,1
ID038,ID213,0,0.057,FAO-FAO,21,0
ID038,ID216,0,0,FAO-FAO,29,9
ID038,ID217,0,0,FAO-FAY,29,4
ID038,ID218,5,0.073,FAO-FAY,171,33
ID038,ID219,0,0,FAO-FAY,5,0
ID038,ID223,0,0.036,FAO-FAO,22,0
ID038,ID225,0,0.094,FAO-JUV,19,0
ID038,ID227,0,0,FAO-FAY,67,8
ID038,ID228,0,0.075,FAO-FAY,150,2
ID038,ID229,0,0,FAO-FAY,145,10
ID038,ID232,0,0.131,FAO-FAY,3,0
ID038,ID236,0,0,FAO-FAO,10,3
ID038,ID238,0,0,FAO-FAY,106,20
ID038,ID244,0,0.036,FAO-FAY,61,6
ID038,ID246,0,0.089,FAO-FAY,11,4
ID038,ID249,1,0.078,FAO-FAY,109,39
ID038,ID254,0,0,FAO-FAY,6,1
ID038,ID256,3,0,FAO-FAY,233,27
ID038,ID261,0,0,FAO-FAY,89,8
ID038,ID280,0,0.048,FAO-FAO,123,35
ID038,ID281,0,0.073,FAO-FAY,166,8
ID038,ID282,0,0,FAO-FAO,66,7
ID038,ID291,0,0,FAO-FAO,217,21
ID038,ID292,0,0.077,FAO-FAO,206,35
ID038,ID293,0,0,FAO-FAY,233,19
ID038,ID295,0,0.071,FAO-FAO,15,8
ID038,ID296,0,0.047,FAO-JUV,29,0
ID038,ID297,0,0,FAO-JUV,66,4
ID038,ID298,0,0,FAO-FAO,35,2
ID038,ID299,0,0,FAO-FAY,186,38
ID038,ID301,0,0,FAO-JUV,189,1
ID038,ID302,0,0,FAO-JUV,49,0
ID038,ID303,0,0,FAO-JUV,173,6
ID038,ID304,0,0.075,FAO-JUV,6,1
ID038,ID305,0,0.086,FAO-JUV,63,1
ID038,ID306,0,0,FAO-JUV,148,4
ID038,ID307,0,0,FAO-FAO,107,22
ID038,ID308,3,0,FAO-JUV,160,2
ID038,ID309,0,0.006,FAO-JUV,131,5
ID038,ID310,0,0.039,FAO-JUV,98,4
ID038,ID312,0,0,FAO-FAY,174,7
ID038,ID313,0,0,FAO-JUV,29,1
ID038,ID314,0,0.087,FAO-JUV,203,2
ID038,ID315,0,0,FAO-JUV,53,1
ID038,ID316,4,0.065,FAO-JUV,196,4
ID038,ID317,0,0.04,FAO-JUV,135,5
ID038,ID318,0,0,FAO-JUV,155,5
ID038,ID319,0,0.102,FAO-JUV,233,8
ID038,ID320,0,0.049,FAO-JUV,24,0
ID038,ID321,0,0,FAO-JUV,49,2
ID038,ID322,0,0.098,FAO-JUV,64,5
ID038,ID323,0,0,FAO-JUV,49,5
ID038,ID324,0,0.004,FAO-JUV,54,1
ID038,ID325,0,0.066,FAO-JUV,36,2
ID038,ID326,0,0,FAO-JUV,111,4
ID038,ID327,0,0,FAO-JUV,105,4
ID038,ID328,3,0.381,FAO-JUV,16,1
ID038,ID329,0,0,FAO-JUV,111,1
ID038,ID330,0,0.074,FAO-JUV,141,3
ID038,ID331,0,0,FAO-JUV,132,5
ID038,ID332,0,0,FAO-FAO,4,0
ID038,ID333,0,0,FAO-JUV,36,0
ID038,ID334,3,0,FAO-FAY,70,12
ID038,ID335,0,0.018,FAO-JUV,20,0
ID038,ID336,0,0,FAO-JUV,196,4
ID038,ID337,0,0,FAO-JUV,1,0
ID038,ID338,0,0,FAO-FAO,6,0
ID038,ID339,0,0.047,FAO-JUV,17,0
ID038,ID340,0,0.056,FAO-JUV,22,0
ID038,ID341,0,0,FAO-JUV,43,0
ID038,ID343,0,0.066,FAO-JUV,14,0
ID038,ID345,0,0,FAO-JUV,33,0
ID038,ID346,0,0,FAO-JUV,1,0
ID038,ID349,0,0.075,FAO-JUV,205,0
ID038,ID350,0,0,FAO-JUV,54,0
ID038,ID352,0,0,FAO-JUV,10,0
ID038,ID356,0,0.425,FAO-JUV,60,0
ID038,ID359,0,0.149,FAO-JUV,26,0
ID038,ID360,0,0.037,FAO-JUV,1,0
ID038,ID361,0,0,FAO-JUV,6,0
ID038,ID365,0,0.19,FAO-FAY,141,8
ID038,ID367,0,0.228,FAO-FAO,28,7
ID038,ID370,0,0,FAO-FAO,64,5
ID038,ID374,0,0,FAO-FAO,34,8
ID038,ID375,0,0,FAO-JUV,15,0
ID038,ID378,0,0,FAO-JUV,36,0
ID039,ID040,1,0.064,FAO-FAO,121,12
ID039,ID041,0,0,FAO-FAY,121,0
ID039,ID042,0,0,FAO-FAO,121,0
ID039,ID044,0,0.13,FAO-FAO,121,8
ID039,ID045,1,0,FAO-FAO,121,11
ID039,ID046,0,0,FAO-FAY,121,12
ID039,ID047,3,0,FAO-FAO,121,9
ID039,ID048,0,0.004,FAO-FAO,34,0
ID039,ID049,0,0,FAO-FAY,121,0
ID039,ID050,0,0,FAO-FAO,88,0
ID039,ID051,0,0,FAO-FAY,121,0
ID039,ID052,0,0,FAO-FAO,1,0
ID039,ID054,0,0.208,FAO-FAY,59,0
ID039,ID055,0,0,FAO-FAO,24,1
ID039,ID056,0,0,FAO-FAO,121,0
ID039,ID057,0,0.032,FAO-FAO,60,0
ID039,ID058,0,0.032,FAO-FAO,80,1
ID039,ID060,0,0.072,FAO-FAY,121,0
ID039,ID061,0,0,FAO-FAO,14,0
ID039,ID062,0,0,FAO-FAY,59,0
ID039,ID063,0,0,FAO-FAO,121,0
ID039,ID064,0,0,FAO-FAO,121,9
ID039,ID065,0,0.122,FAO-FAO,8,0
ID039,ID066,0,0.213,FAO-FAY,41,0
ID039,ID067,0,0.041,FAO-FAY,6,0
ID039,ID069,0,0,FAO-FAY,3,0
ID039,ID070,0,0,FAO-FAY,40,0
ID039,ID071,0,0,FAO-FAO,121,2
ID039,ID072,0,0,FAO-FAO,46,0
ID039,ID073,0,0.106,FAO-FAO,121,0
ID039,ID074,11,0,FAO-FAO,121,12
ID039,ID081,0,0,FAO-FAY,121,0
ID039,ID082,0,0,FAO-FAO,121,2
ID039,ID083,0,0.032,FAO-FAO,49,0
ID039,ID084,0,0,FAO-FAY,121,0
ID039,ID085,0,0,FAO-FAO,121,0
ID039,ID086,0,0.071,FAO-FAO,121,0
ID039,ID087,0,0.072,FAO-FAO,121,0
ID039,ID088,0,0.12,FAO-FAO,121,4
ID039,ID089,0,0,FAO-FAY,76,0
ID039,ID092,0,0,FAO-FAO,121,3
ID039,ID093,0,0,FAO-FAO,121,1
ID039,ID094,0,0.146,FAO-FAY,121,1
ID039,ID095,0,0.042,FAO-FAO,121,4
ID039,ID096,0,0.059,FAO-FAO,121,0
ID039,ID097,0,0,FAO-FAO,67,0
ID039,ID098,0,0,FAO-FAO,121,0
ID039,ID099,0,0.159,FAO-FAY,121,0
ID039,ID100,0,0.048,FAO-FAO,121,1
ID039,ID102,0,0.147,FAO-FAO,121,8
ID039,ID103,0,0.056,FAO-FAO,121,12
ID039,ID104,0,0.074,FAO-FAO,121,1
ID039,ID105,0,0,FAO-FAY,121,0
ID039,ID106,0,0.133,FAO-FAO,76,0
ID039,ID107,0,0,FAO-FAY,121,0
ID039,ID109,0,0,FAO-FAY,47,0
ID039,ID110,0,0.061,FAO-FAO,121,11
ID039,ID111,0,0.066,FAO-FAO,72,0
ID039,ID112,0,0,FAO-FAO,121,9
ID039,ID113,0,0,FAO-FAO,34,0
ID039,ID114,0,0,FAO-FAO,121,2
ID039,ID115,0,0.035,FAO-FAO,89,1
ID039,ID116,0,0.079,FAO-FAO,121,8
ID039,ID117,0,0.002,FAO-FAY,121,1
ID039,ID118,0,0,FAO-FAO,13,0
ID039,ID119,0,0.031,FAO-FAY,121,9
ID039,ID120,1,0,FAO-FAO,121,11
ID039,ID122,0,0,FAO-FAO,30,0
ID039,ID123,0,0.019,FAO-FAO,121,6
ID039,ID124,0,0,FAO-FAO,121,0
ID039,ID125,0,0.074,FAO-FAY,121,0
ID039,ID126,0,0.084,FAO-FAO,121,2
ID039,ID129,0,0,FAO-FAO,121,1
ID039,ID130,0,0,FAO-FAO,121,5
ID039,ID131,0,0,FAO-FAY,4,0
ID039,ID132,0,0.048,FAO-FAY,39,0
ID039,ID133,0,0,FAO-FAO,121,12
ID039,ID135,0,0.043,FAO-JUV,2,0
ID039,ID136,0,0,FAO-JUV,38,0
ID039,ID137,0,0.089,FAO-JUV,75,0
ID039,ID138,0,0,FAO-JUV,68,0
ID039,ID139,0,0,FAO-JUV,121,0
ID039,ID140,0,0.067,FAO-JUV,72,0
ID039,ID142,0,0,FAO-JUV,51,0
ID039,ID143,0,0,FAO-FAO,121,2
ID039,ID144,0,0.111,FAO-FAO,17,0
ID039,ID145,0,0.126,FAO-JUV,121,0
ID039,ID146,0,0,FAO-JUV,121,0
ID039,ID147,0,0,FAO-JUV,11,0
ID039,ID148,0,0,FAO-JUV,27,0
ID039,ID149,0,0,FAO-JUV,28,0
ID039,ID150,0,0,FAO-JUV,95,0
ID039,ID151,0,0.048,FAO-JUV,94,0
ID039,ID152,0,0.076,FAO-JUV,77,0
ID039,ID153,0,0,FAO-JUV,74,0
ID039,ID154,0,0,FAO-JUV,37,0
ID039,ID155,0,0.074,FAO-JUV,112,0
ID039,ID156,0,0,FAO-FAO,121,0
ID039,ID157,0,0,FAO-FAY,100,1
ID039,ID158,0,0,FAO-FAO,54,7
ID039,ID160,0,0,FAO-JUV,65,0
ID039,ID161,0,0.192,FAO-JUV,21,0
ID039,ID162,0,0,FAO-JUV,21,0
ID039,ID164,0,0,FAO-JUV,49,0
ID039,ID165,0,0.025,FAO-JUV,54,0
ID039,ID166,0,0,FAO-FAY,114,3
ID039,ID168,0,0,FAO-JUV,23,0
ID039,ID169,0,0,FAO-JUV,37,0
ID039,ID170,0,0.093,FAO-JUV,14,0
ID039,ID171,0,0.043,FAO-FAY,58,8
ID039,ID173,0,0.061,FAO-FAY,8,1
ID039,ID174,0,0.041,FAO-FAY,92,4
ID039,ID175,0,0.068,FAO-FAY,121,0
ID039,ID176,0,0,FAO-JUV,14,0
ID039,ID177,0,0.041,FAO-JUV,121,0
ID039,ID178,0,0.114,FAO-JUV,3,0
ID039,ID179,0,0,FAO-JUV,44,0
ID039,ID182,0,0.179,FAO-JUV,3,0
ID039,ID183,0,0,FAO-FAY,121,9
ID039,ID184,0,0,FAO-FAO,86,0
ID039,ID186,0,0,FAO-FAO,119,6
ID039,ID187,0,0.029,FAO-FAO,23,3
ID039,ID188,0,0,FAO-JUV,1,0
ID039,ID191,0,0,FAO-JUV,45,0
ID039,ID192,0,0.09,FAO-JUV,15,0
ID039,ID193,0,0,FAO-JUV,4,0
ID039,ID195,0,0,FAO-FAY,51,1
ID039,ID198,0,0.067,FAO-JUV,15,0
ID039,ID199,0,0,FAO-JUV,21,0
ID039,ID201,0,0.038,FAO-FAY,97,4
ID039,ID202,0,0,FAO-FAO,1,0
ID039,ID205,0,0.059,FAO-FAO,121,7
ID039,ID206,1,0.041,FAO-FAO,121,12
ID039,ID208,0,0,FAO-FAO,121,0
ID039,ID210,0,0,FAO-JUV,5,0
ID039,ID212,0,0.068,FAO-FAO,7,0
ID039,ID213,0,0,FAO-FAO,21,0
ID039,ID216,0,0,FAO-FAO,29,0
ID039,ID217,0,0.146,FAO-FAY,29,0
ID039,ID218,0,0,FAO-FAY,121,12
ID039,ID219,0,0,FAO-FAY,5,1
ID039,ID223,0,0,FAO-FAO,22,0
ID039,ID225,0,0.012,FAO-JUV,19,0
ID039,ID227,0,0,FAO-FAY,67,0
ID039,ID228,0,0,FAO-FAY,121,0
ID039,ID229,0,0.032,FAO-FAY,121,11
ID039,ID232,0,0.036,FAO-FAY,3,0
ID039,ID236,0,0,FAO-FAO,10,0
ID039,ID238,0,0.023,FAO-FAY,106,0
ID039,ID244,0,0,FAO-FAY,61,1
ID039,ID246,0,0.14,FAO-FAY,11,0
ID039,ID249,0,0,FAO-FAY,109,1
ID039,ID254,0,0.026,FAO-FAY,6,1
ID039,ID256,0,0,FAO-FAY,121,12
ID039,ID261,0,0.055,FAO-FAY,89,0
ID039,ID280,0,0.103,FAO-FAO,121,0
ID039,ID281,0,0,FAO-FAY,121,8
ID039,ID282,0,0.073,FAO-FAO,66,0
ID039,ID291,0,0.056,FAO-FAO,121,1
ID039,ID292,0,0,FAO-FAO,121,1
ID039,ID293,0,0.176,FAO-FAY,121,12
ID039,ID295,0,0.084,FAO-FAO,15,0
ID039,ID296,0,0.173,FAO-JUV,29,0
ID039,ID297,1,0,FAO-JUV,66,4
ID039,ID298,0,0.04,FAO-FAO,35,0
ID039,ID299,0,0,FAO-FAY,121,0
ID039,ID301,0,0.05,FAO-JUV,121,2
ID039,ID302,0,0.153,FAO-JUV,49,0
ID039,ID303,0,0.003,FAO-JUV,121,8
ID039,ID304,0,0,FAO-JUV,6,0
ID039,ID305,0,0,FAO-JUV,63,7
ID039,ID306,0,0,FAO-JUV,121,2
ID039,ID307,0,0.032,FAO-FAO,107,0
ID039,ID308,2,0.032,FAO-JUV,121,9
ID039,ID309,0,0.004,FAO-JUV,121,2
ID039,ID310,0,0.04,FAO-JUV,98,0
ID039,ID312,0,0,FAO-FAY,121,0
ID039,ID313,0,0.084,FAO-JUV,29,1
ID039,ID314,0,0,FAO-JUV,121,1
ID039,ID315,0,0,FAO-JUV,53,1
ID039,ID316,0,0.019,FAO-JUV,121,0
ID039,ID317,0,0.052,FAO-JUV,121,5
ID039,ID318,0,0.08,FAO-JUV,121,5
ID039,ID319,0,0.224,FAO-JUV,121,4
ID039,ID320,0,0,FAO-JUV,24,0
ID039,ID321,0,0.118,FAO-JUV,49,3
ID039,ID322,0,0.041,FAO-JUV,64,2
ID039,ID323,0,0,FAO-JUV,49,0
ID039,ID324,0,0.078,FAO-JUV,54,0
ID039,ID325,0,0,FAO-JUV,36,1
ID039,ID326,0,0.184,FAO-JUV,111,1
ID039,ID327,0,0,FAO-JUV,105,1
ID039,ID328,0,0.109,FAO-JUV,16,2
ID039,ID329,0,0.211,FAO-JUV,111,2
ID039,ID330,0,0,FAO-JUV,121,2
ID039,ID331,0,0,FAO-JUV,121,2
ID039,ID332,0,0.078,FAO-FAO,4,0
ID039,ID333,3,0.041,FAO-JUV,36,3
ID039,ID334,0,0,FAO-FAY,70,0
ID039,ID335,0,0.058,FAO-JUV,20,0
ID039,ID336,0,0,FAO-JUV,121,1
ID039,ID337,0,0,FAO-JUV,1,0
ID039,ID338,0,0.136,FAO-FAO,6,0
ID039,ID339,0,0.033,FAO-JUV,17,0
ID039,ID340,0,0,FAO-JUV,22,0
ID039,ID341,0,0,FAO-JUV,43,0
ID039,ID343,0,0.042,FAO-JUV,14,0
ID039,ID345,0,0,FAO-JUV,33,1
ID039,ID346,0,0.074,FAO-JUV,1,0
ID039,ID349,0,0.069,FAO-JUV,121,1
ID039,ID350,0,0.123,FAO-JUV,54,1
ID039,ID352,0,0.093,FAO-JUV,10,0
ID039,ID356,0,0,FAO-JUV,60,2
ID039,ID359,0,0,FAO-JUV,26,1
ID039,ID360,0,0,FAO-JUV,1,1
ID039,ID361,0,0.024,FAO-JUV,6,1
ID039,ID365,0,0,FAO-FAY,121,0
ID039,ID367,0,0.077,FAO-FAO,28,0
ID039,ID370,0,0.021,FAO-FAO,64,0
ID039,ID374,0,0.059,FAO-FAO,34,0
ID039,ID375,0,0,FAO-JUV,15,0
ID039,ID378,0,0,FAO-JUV,36,0
ID040,ID041,0,0,FAO-FAY,231,34
ID040,ID042,0,0.036,FAO-FAO,190,4
ID040,ID044,2,0,FAO-FAO,283,46
ID040,ID045,0,0,FAO-FAO,381,40
ID040,ID046,2,0.167,FAO-FAY,419,31
ID040,ID047,0,0.039,FAO-FAO,367,23
ID040,ID048,0,0,FAO-FAO,34,2
ID040,ID049,4,0,FAO-FAY,133,26
ID040,ID050,0,0,FAO-FAO,88,5
ID040,ID051,0,0.15,FAO-FAY,206,20
ID040,ID052,0,0,FAO-FAO,1,0
ID040,ID054,0,0.076,FAO-FAY,59,8
ID040,ID055,0,0.19,FAO-FAO,24,4
ID040,ID056,0,0.069,FAO-FAO,242,11
ID040,ID057,0,0.094,FAO-FAO,60,1
ID040,ID058,0,0.095,FAO-FAO,80,2
ID040,ID060,2,0,FAO-FAY,131,13
ID040,ID061,0,0,FAO-FAO,14,3
ID040,ID062,0,0.205,FAO-FAY,59,12
ID040,ID063,0,0.146,FAO-FAO,234,4
ID040,ID064,0,0.137,FAO-FAO,362,22
ID040,ID065,0,0.035,FAO-FAO,8,0
ID040,ID066,0,0,FAO-FAY,41,1
ID040,ID067,0,0.034,FAO-FAY,6,1
ID040,ID069,0,0.023,FAO-FAY,3,0
ID040,ID070,0,0.172,FAO-FAY,40,12
ID040,ID071,0,0.053,FAO-FAO,126,8
ID040,ID072,0,0,FAO-FAO,46,2
ID040,ID073,0,0.121,FAO-FAO,155,3
ID040,ID074,3,0,FAO-FAO,442,20
ID040,ID081,0,0,FAO-FAY,134,25
ID040,ID082,0,0,FAO-FAO,373,1
ID040,ID083,0,0.176,FAO-FAO,49,0
ID040,ID084,0,0,FAO-FAY,143,0
ID040,ID085,4,0.003,FAO-FAO,176,17
ID040,ID086,0,0.082,FAO-FAO,134,19
ID040,ID087,0,0,FAO-FAO,160,0
ID040,ID088,0,0,FAO-FAO,409,17
ID040,ID089,0,0,FAO-FAY,76,1
ID040,ID092,0,0.193,FAO-FAO,255,10
ID040,ID093,0,0.053,FAO-FAO,265,4
ID040,ID094,0,0.106,FAO-FAY,327,4
ID040,ID095,0,0,FAO-FAO,376,12
ID040,ID096,3,0,FAO-FAO,125,26
ID040,ID097,0,0.104,FAO-FAO,67,0
ID040,ID098,3,0,FAO-FAO,220,6
ID040,ID099,0,0,FAO-FAY,214,0
ID040,ID100,1,0,FAO-FAO,207,8
ID040,ID102,0,0.151,FAO-FAO,420,7
ID040,ID103,0,0.062,FAO-FAO,467,15
ID040,ID104,0,0,FAO-FAO,500,8
ID040,ID105,2,0,FAO-FAY,164,26
ID040,ID106,0,0,FAO-FAO,76,0
ID040,ID107,0,0,FAO-FAY,255,0
ID040,ID109,0,0,FAO-FAY,47,0
ID040,ID110,3,0,FAO-FAO,523,16
ID040,ID111,0,0.053,FAO-FAO,72,0
ID040,ID112,0,0.033,FAO-FAO,144,15
ID040,ID113,0,0,FAO-FAO,34,1
ID040,ID114,0,0.068,FAO-FAO,187,4
ID040,ID115,0,0,FAO-FAO,89,5
ID040,ID116,1,0,FAO-FAO,513,21
ID040,ID117,0,0,FAO-FAY,196,12
ID040,ID118,0,0,FAO-FAO,13,0
ID040,ID119,1,0.594,FAO-FAY,285,19
ID040,ID120,7,0.142,FAO-FAO,420,54
ID040,ID122,0,0,FAO-FAO,30,6
ID040,ID123,0,0,FAO-FAO,267,17
ID040,ID124,0,0,FAO-FAO,141,8
ID040,ID125,0,0.048,FAO-FAY,127,0
ID040,ID126,0,0,FAO-FAO,363,10
ID040,ID129,0,0.061,FAO-FAO,161,6
ID040,ID130,1,0,FAO-FAO,384,14
ID040,ID131,0,0.071,FAO-FAY,4,1
ID040,ID132,3,0,FAO-FAY,39,1
ID040,ID133,0,0,FAO-FAO,406,24
ID040,ID135,0,0,FAO-JUV,2,0
ID040,ID136,0,0,FAO-JUV,38,1
ID040,ID137,0,0,FAO-JUV,75,0
ID040,ID138,0,0,FAO-JUV,68,0
ID040,ID139,0,0,FAO-JUV,149,1
ID040,ID140,0,0,FAO-JUV,72,1
ID040,ID142,0,0,FAO-JUV,51,5
ID040,ID143,0,0,FAO-FAO,365,10
ID040,ID144,0,0,FAO-FAO,17,0
ID040,ID145,0,0.005,FAO-JUV,121,11
ID040,ID146,0,0,FAO-JUV,186,11
ID040,ID147,0,0.046,FAO-JUV,11,0
ID040,ID148,0,0.087,FAO-JUV,27,0
ID040,ID149,0,0.065,FAO-JUV,28,0
ID040,ID150,0,0.056,FAO-JUV,95,1
ID040,ID151,0,0,FAO-JUV,94,8
ID040,ID152,0,0.088,FAO-JUV,77,10
ID040,ID153,0,0,FAO-JUV,74,0
ID040,ID154,0,0,FAO-JUV,37,2
ID040,ID155,0,0,FAO-JUV,112,11
ID040,ID156,0,0,FAO-FAO,125,0
ID040,ID157,1,0,FAO-FAY,100,2
ID040,ID158,0,0.076,FAO-FAO,54,12
ID040,ID160,0,0.161,FAO-JUV,65,0
ID040,ID161,0,0.061,FAO-JUV,21,0
ID040,ID162,0,0,FAO-JUV,21,0
ID040,ID164,0,0.071,FAO-JUV,49,0
ID040,ID165,0,0.304,FAO-JUV,54,3
ID040,ID166,1,0.001,FAO-FAY,114,6
ID040,ID168,0,0.179,FAO-JUV,23,0
ID040,ID169,0,0,FAO-JUV,37,3
ID040,ID170,0,0.071,FAO-JUV,14,0
ID040,ID171,2,0.26,FAO-FAY,58,7
ID040,ID173,0,0.072,FAO-FAY,8,0
ID040,ID174,0,0,FAO-FAY,92,4
ID040,ID175,0,0,FAO-FAY,157,4
ID040,ID176,0,0.106,FAO-JUV,14,0
ID040,ID177,0,0,FAO-JUV,190,1
ID040,ID178,0,0,FAO-JUV,3,0
ID040,ID179,0,0,FAO-JUV,44,0
ID040,ID182,0,0,FAO-JUV,3,0
ID040,ID183,3,0.067,FAO-FAY,238,14
ID040,ID184,0,0,FAO-FAO,86,0
ID040,ID186,0,0,FAO-FAO,119,9
ID040,ID187,0,0.189,FAO-FAO,23,3
ID040,ID188,0,0,FAO-JUV,1,0
ID040,ID191,0,0,FAO-JUV,45,0
ID040,ID192,0,0.065,FAO-JUV,15,0
ID040,ID193,0,0,FAO-JUV,4,0
ID040,ID195,0,0,FAO-FAY,51,5
ID040,ID198,0,0.559,FAO-JUV,15,0
ID040,ID199,0,0,FAO-JUV,21,0
ID040,ID201,0,0.044,FAO-FAY,97,5
ID040,ID202,0,0,FAO-FAO,1,0
ID040,ID205,0,0.071,FAO-FAO,193,13
ID040,ID206,0,0.174,FAO-FAO,222,28
ID040,ID208,0,0.023,FAO-FAO,482,0
ID040,ID210,0,0,FAO-JUV,5,1
ID040,ID212,0,0,FAO-FAO,7,0
ID040,ID213,0,0,FAO-FAO,21,1
ID040,ID216,0,0,FAO-FAO,29,0
ID040,ID217,0,0,FAO-FAY,29,1
ID040,ID218,3,0.033,FAO-FAY,171,27
ID040,ID219,0,0,FAO-FAY,5,1
ID040,ID223,0,0,FAO-FAO,22,0
ID040,ID225,0,0,FAO-JUV,19,1
ID040,ID227,0,0,FAO-FAY,67,2
ID040,ID228,0,0.097,FAO-FAY,150,1
ID040,ID229,5,0.168,FAO-FAY,145,14
ID040,ID232,0,0,FAO-FAY,3,0
ID040,ID236,0,0.053,FAO-FAO,10,0
ID040,ID238,0,0,FAO-FAY,106,2
ID040,ID244,0,0.326,FAO-FAY,61,3
ID040,ID246,0,0.109,FAO-FAY,11,2
ID040,ID249,0,0,FAO-FAY,109,8
ID040,ID254,0,0,FAO-FAY,6,0
ID040,ID256,0,0.053,FAO-FAY,530,20
ID040,ID261,0,0,FAO-FAY,89,2
ID040,ID280,0,0,FAO-FAO,123,5
ID040,ID281,0,0.016,FAO-FAY,166,15
ID040,ID282,0,0,FAO-FAO,66,0
ID040,ID291,0,0,FAO-FAO,217,4
ID040,ID292,0,0,FAO-FAO,206,1
ID040,ID293,0,0,FAO-FAY,615,13
ID040,ID295,0,0.283,FAO-FAO,15,0
ID040,ID296,0,0,FAO-JUV,29,0
ID040,ID297,0,0,FAO-JUV,66,4
ID040,ID298,0,0,FAO-FAO,35,0
ID040,ID299,0,0.152,FAO-FAY,186,0
ID040,ID301,0,0.061,FAO-JUV,189,1
ID040,ID302,0,0.101,FAO-JUV,49,1
ID040,ID303,0,0,FAO-JUV,173,10
ID040,ID304,0,0,FAO-JUV,6,0
ID040,ID305,14,0,FAO-JUV,63,7
ID040,ID306,0,0,FAO-JUV,148,2
ID040,ID307,0,0.087,FAO-FAO,107,0
ID040,ID308,10,0,FAO-JUV,160,10
ID040,ID309,0,0,FAO-JUV,131,5
ID040,ID310,0,0.082,FAO-JUV,98,0
ID040,ID312,0,0,FAO-FAY,174,0
ID040,ID313,0,0,FAO-JUV,29,1
ID040,ID314,2,0.039,FAO-JUV,203,2
ID040,ID315,0,0.21,FAO-JUV,53,0
ID040,ID316,0,0,FAO-JUV,196,1
ID040,ID317,0,0,FAO-JUV,135,13
ID040,ID318,2,0,FAO-JUV,155,9
ID040,ID319,0,0.04,FAO-JUV,615,8
ID040,ID320,0,0,FAO-JUV,24,0
ID040,ID321,0,0,FAO-JUV,49,4
ID040,ID322,0,0,FAO-JUV,64,8
ID040,ID323,2,0,FAO-JUV,49,5
ID040,ID324,0,0,FAO-JUV,54,1
ID040,ID325,0,0.006,FAO-JUV,36,6
ID040,ID326,11,0,FAO-JUV,111,4
ID040,ID327,6,0.162,FAO-JUV,105,7
ID040,ID328,0,0.074,FAO-JUV,16,4
ID040,ID329,0,0.186,FAO-JUV,111,3
ID040,ID330,3,0,FAO-JUV,141,7
ID040,ID331,0,0.016,FAO-JUV,132,7
ID040,ID332,0,0.037,FAO-FAO,4,1
ID040,ID333,0,0.173,FAO-JUV,36,0
ID040,ID334,0,0.008,FAO-FAY,70,0
ID040,ID335,0,0.058,FAO-JUV,20,1
ID040,ID336,2,0,FAO-JUV,196,8
ID040,ID337,0,0.1,FAO-JUV,1,1
ID040,ID338,0,0,FAO-FAO,6,0
ID040,ID339,0,0.065,FAO-JUV,17,1
ID040,ID340,0,0,FAO-JUV,22,2
ID040,ID341,0,0,FAO-JUV,43,0
ID040,ID343,0,0,FAO-JUV,14,0
ID040,ID345,0,0,FAO-JUV,33,1
ID040,ID346,0,0,FAO-JUV,1,0
ID040,ID349,2,0.533,FAO-JUV,205,3
ID040,ID350,0,0.117,FAO-JUV,54,2
ID040,ID352,0,0.086,FAO-JUV,10,1
ID040,ID356,0,0.102,FAO-JUV,60,0
ID040,ID359,0,0,FAO-JUV,26,0
ID040,ID360,0,0.104,FAO-JUV,1,0
ID040,ID361,0,0,FAO-JUV,6,0
ID040,ID365,0,0,FAO-FAY,141,0
ID040,ID367,0,0.115,FAO-FAO,28,0
ID040,ID370,0,0,FAO-FAO,64,0
ID040,ID374,0,0,FAO-FAO,34,0
ID040,ID375,0,0.071,FAO-JUV,15,0
ID040,ID378,0,0,FAO-JUV,36,0
ID041,ID042,0,0.122,FAO-FAY,190,3
ID041,ID044,1,0.13,FAO-FAY,231,32
ID041,ID045,0,0,FAO-FAY,231,15
ID041,ID046,0,0.116,FAY-FAY,231,14
ID041,ID047,0,0,FAO-FAY,231,0
ID041,ID048,0,0.088,FAO-FAY,34,0
ID041,ID049,1,0.012,FAY-FAY,133,25
ID041,ID050,0,0.09,FAO-FAY,88,4
ID041,ID051,1,0.014,FAY-FAY,206,20
ID041,ID052,0,0,FAO-FAY,1,0
ID041,ID054,0,0,FAY-FAY,59,8
ID041,ID055,0,0.104,FAO-FAY,24,0
