bat1,bat2,coswarming,relatedness,sexage,max_co_occurrence,days
ID001,ID002,1,0.203,FAO-FAY,232,4
ID001,ID003,0,0.049,FAO-FAY,232,0
ID001,ID004,0,0.226,FAO-FAY,232,0
ID001,ID005,0,0,FAO-FAY,178,2
ID001,ID006,3,0.028,FAO-FAY,232,4
ID001,ID007,0,0.085,FAO-FAY,14,0
ID001,ID008,0,0,FAO-FAY,25,0
ID001,ID009,0,0,FAO-FAY,85,0
ID001,ID010,7,0.058,FAY-FAY,164,15
ID001,ID011,0,0.027,FAY-FAY,20,0
ID001,ID012,0,0,FAO-FAY,109,2
ID001,ID013,0,0.089,FAO-FAY,232,19
ID001,ID014,0,0,FAO-FAY,73,0
ID001,ID015,0,0,FAY-FAY,91,0
ID001,ID016,0,0.5,FAY-FAY,232,33
ID001,ID017,0,0.1,FAY-FAY,102,0
ID001,ID018,0,0,FAO-FAY,31,0
ID001,ID019,2,0,FAO-FAY,151,6
ID001,ID020,0,0,FAO-FAY,232,0
ID001,ID021,0,0.095,FAO-FAY,232,17
ID001,ID022,0,0,FAO-FAY,16,2
ID001,ID023,0,0,FAO-FAY,5,0
ID001,ID024,0,0,FAO-FAY,4,0
ID001,ID026,0,0,FAY-FAY,76,1
ID001,ID027,0,0,FAO-FAY,232,0
ID001,ID029,8,0,FAY-FAY,161,30
ID001,ID030,0,0.025,FAO-FAY,160,0
ID001,ID031,0,0,FAY-FAY,46,2
ID001,ID032,0,0,FAY-FAY,232,4
ID001,ID033,0,0,FAO-FAY,168,0
ID001,ID034,23,0.095,FAY-FAY,232,31
ID001,ID035,0,0,FAY-FAY,61,1
ID001,ID036,0,0.033,FAO-FAY,14,0
ID001,ID037,0,0,FAO-FAY,232,10
ID001,ID038,0,0,FAO-FAY,232,0
ID001,ID039,0,0.041,FAO-FAY,121,0
ID001,ID040,9,0,FAO-FAY,232,33
ID001,ID041,0,0.288,FAY-FAY,231,30
ID001,ID042,0,0,FAO-FAY,190,0
ID001,ID044,1,0,FAO-FAY,232,32
ID001,ID045,2,0,FAO-FAY,232,15
ID001,ID046,2,0,FAY-FAY,232,14
ID001,ID047,0,0,FAO-FAY,232,0
ID001,ID048,0,0.153,FAO-FAY,34,0
ID001,ID049,0,0,FAY-FAY,133,24
ID001,ID050,0,0,FAO-FAY,88,2
ID001,ID051,0,0.045,FAY-FAY,206,19
ID001,ID052,0,0,FAO-FAY,1,0
ID001,ID054,0,0,FAY-FAY,59,8
ID001,ID055,0,0.161,FAO-FAY,24,0
ID001,ID056,0,0,FAO-FAY,232,10
ID001,ID057,0,0,FAO-FAY,60,0
ID001,ID058,0,0,FAO-FAY,80,0
ID001,ID060,0,0.095,FAY-FAY,131,12
ID001,ID061,0,0.096,FAO-FAY,14,0
ID001,ID062,0,0,FAY-FAY,59,13
ID001,ID063,0,0.085,FAO-FAY,232,0
ID001,ID064,0,0,FAO-FAY,232,0
ID001,ID065,0,0,FAO-FAY,8,0
ID001,ID066,0,0.069,FAY-FAY,41,0
ID001,ID067,0,0.083,FAY-FAY,6,0
ID001,ID069,0,0,FAY-FAY,3,0
ID001,ID070,5,0,FAY-FAY,40,12
ID001,ID071,0,0,FAO-FAY,126,1
ID001,ID072,0,0.003,FAO-FAY,46,0
ID001,ID073,0,0.012,FAO-FAY,155,0
ID001,ID074,0,0,FAO-FAY,232,0
ID001,ID081,2,0.019,FAY-FAY,134,25
ID001,ID082,0,0,FAO-FAY,232,2
ID001,ID083,0,0.04,FAO-FAY,49,0
ID001,ID084,0,0,FAY-FAY,143,0
ID001,ID085,0,0,FAO-FAY,176,17
ID001,ID086,1,0,FAO-FAY,134,19
ID001,ID087,0,0.005,FAO-FAY,160,0
ID001,ID088,0,0.159,FAO-FAY,232,10
ID001,ID089,0,0.07,FAY-FAY,76,1
ID001,ID092,0,0,FAO-FAY,232,0
ID001,ID093,0,0,FAO-FAY,232,1
ID001,ID094,0,0,FAY-FAY,232,1
ID001,ID095,0,0.056,FAO-FAY,232,0
ID001,ID096,1,0,FAO-FAY,125,25
ID001,ID097,0,0.079,FAO-FAY,67,0
ID001,ID098,0,0.002,FAO-FAY,220,0
ID001,ID099,0,0.115,FAY-FAY,214,0
ID001,ID100,0,0.005,FAO-FAY,207,0
ID001,ID102,0,0.031,FAO-FAY,232,0
ID001,ID103,0,0.079,FAO-FAY,232,0
ID001,ID104,0,0.089,FAO-FAY,232,0
ID001,ID105,1,0,FAY-FAY,164,25
ID001,ID106,0,0.03,FAO-FAY,76,0
ID001,ID107,0,0,FAY-FAY,232,0
ID001,ID109,0,0,FAY-FAY,47,0
ID001,ID110,0,0,FAO-FAY,232,0
ID001,ID111,0,0,FAO-FAY,72,0
ID001,ID112,0,0.064,FAO-FAY,144,1
ID001,ID113,0,0.227,FAO-FAY,34,0
ID001,ID114,0,0,FAO-FAY,187,0
ID001,ID115,0,0.164,FAO-FAY,89,0
ID001,ID116,0,0,FAO-FAY,232,0
ID001,ID117,0,0.047,FAY-FAY,196,0
ID001,ID118,0,0,FAO-FAY,13,0
ID001,ID119,3,0.063,FAY-FAY,232,8
ID001,ID120,6,0.064,FAO-FAY,232,28
ID001,ID122,0,0.075,FAO-FAY,30,6
ID001,ID123,0,0,FAO-FAY,232,0
ID001,ID124,0,0.091,FAO-FAY,141,6
ID001,ID125,0,0.289,FAY-FAY,127,0
ID001,ID126,0,0.208,FAO-FAY,232,0
ID001,ID129,0,0,FAO-FAY,161,0
ID001,ID130,14,0,FAO-FAY,232,3
ID001,ID131,0,0,FAY-FAY,4,1
ID001,ID132,0,0.001,FAY-FAY,39,1
ID001,ID133,0,0,FAO-FAY,232,2
ID001,ID135,0,0,FAY-JUV,2,0
ID001,ID136,0,0.073,FAY-JUV,38,1
ID001,ID137,0,0,FAY-JUV,75,0
ID001,ID138,0,0.106,FAY-JUV,68,0
ID001,ID139,0,0.031,FAY-JUV,149,1
ID001,ID140,0,0.147,FAY-JUV,72,1
ID001,ID142,1,0.153,FAY-JUV,51,5
ID001,ID143,0,0,FAO-FAY,232,0
ID001,ID144,0,0,FAO-FAY,17,0
ID001,ID145,9,0,FAY-JUV,121,9
ID001,ID146,0,0.074,FAY-JUV,186,10
ID001,ID147,0,0.128,FAY-JUV,11,0
ID001,ID148,0,0.208,FAY-JUV,27,0
ID001,ID149,0,0.059,FAY-JUV,28,0
ID001,ID150,0,0.131,FAY-JUV,95,1
ID001,ID151,9,0,FAY-JUV,94,8
ID001,ID152,0,0.068,FAY-JUV,77,9
ID001,ID153,0,0,FAY-JUV,74,0
ID001,ID154,0,0,FAY-JUV,37,2
ID001,ID155,2,0,FAY-JUV,112,9
ID001,ID156,0,0,FAO-FAY,125,2
ID001,ID157,0,0,FAY-FAY,100,0
ID001,ID158,0,0,FAO-FAY,54,2
ID001,ID160,0,0.053,FAY-JUV,65,0
ID001,ID161,0,0,FAY-JUV,21,0
ID001,ID162,0,0.128,FAY-JUV,21,0
ID001,ID164,0,0,FAY-JUV,49,0
ID001,ID165,0,0.119,FAY-JUV,54,1
ID001,ID166,0,0,FAY-FAY,114,0
ID001,ID168,0,0,FAY-JUV,23,1
ID001,ID169,0,0.013,FAY-JUV,37,1
ID001,ID170,0,0.068,FAY-JUV,14,0
ID001,ID171,0,0.173,FAY-FAY,58,0
ID001,ID173,0,0,FAY-FAY,8,0
ID001,ID174,0,0.156,FAY-FAY,92,0
ID001,ID175,0,0.095,FAY-FAY,157,0
ID001,ID176,0,0,FAY-JUV,14,0
ID001,ID177,0,0.317,FAY-JUV,190,1
ID001,ID178,0,0.207,FAY-JUV,3,0
ID001,ID179,0,0,FAY-JUV,44,0
ID001,ID182,0,0,FAY-JUV,3,0
ID001,ID183,0,0.554,FAY-FAY,232,0
ID001,ID184,0,0,FAO-FAY,86,0
ID001,ID186,0,0,FAO-FAY,119,0
ID001,ID187,0,0.049,FAO-FAY,23,0
ID001,ID188,0,0.114,FAY-JUV,1,0
ID001,ID191,0,0.021,FAY-JUV,45,0
ID001,ID192,0,0,FAY-JUV,15,0
ID001,ID193,0,0,FAY-JUV,4,0
ID001,ID195,0,0.023,FAY-FAY,51,0
ID001,ID198,0,0,FAY-JUV,15,0
ID001,ID199,0,0,FAY-JUV,21,1
ID001,ID201,0,0.039,FAY-FAY,97,0
ID001,ID202,0,0,FAO-FAY,1,0
ID001,ID205,0,0,FAO-FAY,193,0
ID001,ID206,0,0.236,FAO-FAY,222,0
ID001,ID208,0,0,FAO-FAY,232,0
ID001,ID210,1,0,FAY-JUV,5,2
ID001,ID212,0,0.199,FAO-FAY,7,0
ID001,ID213,0,0,FAO-FAY,21,2
ID001,ID216,0,0,FAO-FAY,29,0
ID001,ID217,0,0.107,FAY-FAY,29,0
ID001,ID218,0,0.033,FAY-FAY,171,0
ID001,ID219,0,0.064,FAY-FAY,5,0
ID001,ID223,0,0.317,FAO-FAY,22,0
ID001,ID225,0,0,FAY-JUV,19,1
ID001,ID227,0,0,FAY-FAY,67,0
ID001,ID228,0,0,FAY-FAY,150,0
ID001,ID229,0,0,FAY-FAY,145,0
ID001,ID232,0,0,FAY-FAY,3,0
ID001,ID236,0,0.015,FAO-FAY,10,0
ID001,ID238,0,0,FAY-FAY,106,0
ID001,ID244,0,0,FAY-FAY,61,0
ID001,ID246,0,0.043,FAY-FAY,11,0
ID001,ID249,0,0,FAY-FAY,109,0
ID001,ID254,0,0.051,FAY-FAY,6,0
ID001,ID256,0,0,FAY-FAY,232,0
ID001,ID261,0,0.071,FAY-FAY,89,0
ID001,ID280,0,0,FAO-FAY,123,0
ID001,ID281,0,0,FAY-FAY,166,0
ID001,ID282,0,0.055,FAO-FAY,66,0
ID001,ID291,0,0,FAO-FAY,217,0
ID001,ID292,0,0,FAO-FAY,206,0
ID001,ID293,0,0,FAY-FAY,232,0
ID001,ID295,0,0.046,FAO-FAY,15,0
ID001,ID296,0,0.374,FAY-JUV,29,0
ID001,ID297,0,0,FAY-JUV,66,0
ID001,ID298,0,0,FAO-FAY,35,0
ID001,ID299,0,0,FAY-FAY,186,0
ID001,ID301,0,0,FAY-JUV,189,0
ID001,ID302,0,0,FAY-JUV,49,0
ID001,ID303,0,0,FAY-JUV,173,0
ID001,ID304,0,0,FAY-JUV,6,0
ID001,ID305,0,0,FAY-JUV,63,0
ID001,ID306,0,0.008,FAY-JUV,148,0
ID001,ID307,0,0,FAO-FAY,107,0
ID001,ID308,0,0,FAY-JUV,160,0
ID001,ID309,0,0.06,FAY-JUV,131,0
ID001,ID310,0,0,FAY-JUV,98,0
ID001,ID312,0,0.177,FAY-FAY,174,0
ID001,ID313,0,0.144,FAY-JUV,29,0
ID001,ID314,0,0.178,FAY-JUV,203,0
ID001,ID315,0,0,FAY-JUV,53,0
ID001,ID316,0,0.093,FAY-JUV,196,0
ID001,ID317,0,0.102,FAY-JUV,135,0
ID001,ID318,0,0,FAY-JUV,155,0
ID001,ID319,0,0.058,FAY-JUV,232,0
ID001,ID320,0,0.101,FAY-JUV,24,0
ID001,ID321,0,0.198,FAY-JUV,49,0
ID001,ID322,0,0.15,FAY-JUV,64,0
ID001,ID323,0,0.009,FAY-JUV,49,0
ID001,ID324,0,0,FAY-JUV,54,0
ID001,ID325,0,0,FAY-JUV,36,0
ID001,ID326,0,0.032,FAY-JUV,111,0
ID001,ID327,0,0,FAY-JUV,105,0
ID001,ID328,0,0,FAY-JUV,16,0
ID001,ID329,0,0.245,FAY-JUV,111,0
ID001,ID330,0,0,FAY-JUV,141,0
ID001,ID331,0,0,FAY-JUV,132,0
ID001,ID332,0,0,FAO-FAY,4,0
ID001,ID333,0,0.443,FAY-JUV,36,0
ID001,ID334,0,0,FAY-FAY,70,0
ID001,ID335,0,0,FAY-JUV,20,0
ID001,ID336,0,0,FAY-JUV,196,0
ID001,ID337,0,0,FAY-JUV,1,0
ID001,ID338,0,0,FAO-FAY,6,0
ID001,ID339,0,0.082,FAY-JUV,17,0
ID001,ID340,0,0,FAY-JUV,22,0
ID001,ID341,0,0,FAY-JUV,43,0
ID001,ID343,0,0.077,FAY-JUV,14,0
ID001,ID345,0,0.032,FAY-JUV,33,0
ID001,ID346,0,0.02,FAY-JUV,1,0
ID001,ID349,0,0,FAY-JUV,205,0
ID001,ID350,0,0,FAY-JUV,54,0
ID001,ID352,0,0.077,FAY-JUV,10,0
ID001,ID356,0,0,FAY-JUV,60,0
ID001,ID359,0,0.012,FAY-JUV,26,0
ID001,ID360,0,0,FAY-JUV,1,0
ID001,ID361,0,0.038,FAY-JUV,6,0
ID001,ID365,0,0,FAY-FAY,141,0
ID001,ID367,0,0,FAO-FAY,28,0
ID001,ID370,0,0,FAO-FAY,64,0
ID001,ID374,0,0.05,FAO-FAY,34,0
ID001,ID375,0,0.031,FAY-JUV,15,0
ID001,ID378,0,0.123,FAY-JUV,36,0
ID002,ID003,0,0.003,FAO-FAO,285,6
ID002,ID004,0,0.023,FAO-FAO,247,30
ID002,ID005,0,0,FAO-FAO,178,26
ID002,ID006,4,0.516,FAO-FAO,275,35
ID002,ID007,0,0,FAO-FAO,14,3
ID002,ID008,0,0.073,FAO-FAO,25,2
ID002,ID009,1,0.057,FAO-FAO,85,13
ID002,ID010,2,0.058,FAO-FAY,164,13
ID002,ID011,0,0,FAO-FAY,20,4
ID002,ID012,0,0.243,FAO-FAO,109,2
ID002,ID013,1,0,FAO-FAO,322,24
ID002,ID014,0,0.002,FAO-FAO,73,0
ID002,ID015,0,0,FAO-FAY,91,26
ID002,ID016,0,0.01,FAO-FAY,322,5
ID002,ID017,1,0.08,FAO-FAY,102,28
ID002,ID018,0,0.015,FAO-FAO,31,7
ID002,ID019,0,0,FAO-FAO,151,19
ID002,ID020,0,0,FAO-FAO,322,10
ID002,ID021,0,0,FAO-FAO,322,3
ID002,ID022,0,0,FAO-FAO,16,3
ID002,ID023,0,0.268,FAO-FAO,5,1
ID002,ID024,0,0.073,FAO-FAO,4,2
ID002,ID026,0,0.058,FAO-FAY,76,6
ID002,ID027,0,0,FAO-FAO,307,10
ID002,ID029,10,0,FAO-FAY,161,6
ID002,ID030,1,0,FAO-FAO,160,24
ID002,ID031,0,0,FAO-FAY,46,12
ID002,ID032,1,0,FAO-FAY,278,19
ID002,ID033,2,0.092,FAO-FAO,168,14
ID002,ID034,2,0.07,FAO-FAY,246,4
ID002,ID035,0,0.05,FAO-FAY,61,19
ID002,ID036,0,0,FAO-FAO,14,2
ID002,ID037,3,0.19,FAO-FAO,278,28
ID002,ID038,1,0.169,FAO-FAO,233,20
ID002,ID039,0,0.041,FAO-FAO,121,3
ID002,ID040,0,0,FAO-FAO,322,12
ID002,ID041,0,0,FAO-FAY,231,5
ID002,ID042,1,0,FAO-FAO,190,35
ID002,ID044,1,0,FAO-FAO,283,30
ID002,ID045,3,0,FAO-FAO,322,31
ID002,ID046,5,0.035,FAO-FAY,322,22
ID002,ID047,3,0.055,FAO-FAO,322,18
ID002,ID048,0,0.107,FAO-FAO,34,9
ID002,ID049,0,0,FAO-FAY,133,5
ID002,ID050,0,0,FAO-FAO,88,23
ID002,ID051,0,0.048,FAO-FAY,206,9
ID002,ID052,0,0.01,FAO-FAO,1,0
ID002,ID054,0,0,FAO-FAY,59,2
ID002,ID055,1,0.055,FAO-FAO,24,5
ID002,ID056,0,0.27,FAO-FAO,242,19
ID002,ID057,0,0.072,FAO-FAO,60,14
ID002,ID058,0,0.199,FAO-FAO,80,9
ID002,ID060,0,0.131,FAO-FAY,131,2
ID002,ID061,0,0.105,FAO-FAO,14,4
ID002,ID062,3,0.201,FAO-FAY,59,4
ID002,ID063,0,0,FAO-FAO,234,42
ID002,ID064,0,0.065,FAO-FAO,322,57
ID002,ID065,0,0,FAO-FAO,8,1
ID002,ID066,0,0,FAO-FAY,41,11
ID002,ID067,0,0.097,FAO-FAY,6,2
ID002,ID069,0,0,FAO-FAY,3,1
ID002,ID070,0,0.129,FAO-FAY,40,3
ID002,ID071,0,0,FAO-FAO,126,31
ID002,ID072,0,0.048,FAO-FAO,46,20
ID002,ID073,2,0.052,FAO-FAO,155,28
ID002,ID074,2,0.075,FAO-FAO,322,20
ID002,ID081,0,0,FAO-FAY,134,0
ID002,ID082,0,0.012,FAO-FAO,322,27
ID002,ID083,0,0.01,FAO-FAO,49,18
ID002,ID084,0,0,FAO-FAY,143,23
ID002,ID085,0,0,FAO-FAO,176,4
ID002,ID086,0,0.073,FAO-FAO,134,1
ID002,ID087,0,0.056,FAO-FAO,160,19
ID002,ID088,0,0.234,FAO-FAO,322,25
ID002,ID089,1,0,FAO-FAY,76,22
ID002,ID092,3,0,FAO-FAO,255,27
ID002,ID093,2,0.222,FAO-FAO,265,32
ID002,ID094,5,0,FAO-FAY,322,22
ID002,ID095,0,0.083,FAO-FAO,322,26
ID002,ID096,0,0,FAO-FAO,125,1
ID002,ID097,0,0,FAO-FAO,67,14
ID002,ID098,1,0.072,FAO-FAO,220,22
ID002,ID099,0,0,FAO-FAY,214,20
ID002,ID100,0,0.099,FAO-FAO,207,26
ID002,ID102,0,0,FAO-FAO,322,30
ID002,ID103,7,0,FAO-FAO,322,20
ID002,ID104,0,0.233,FAO-FAO,322,24
ID002,ID105,0,0.185,FAO-FAY,164,1
ID002,ID106,1,0,FAO-FAO,76,24
ID002,ID107,0,0,FAO-FAY,255,22
ID002,ID109,7,0,FAO-FAY,47,14
ID002,ID110,0,0,FAO-FAO,322,14
ID002,ID111,0,0,FAO-FAO,72,22
ID002,ID112,2,0.012,FAO-FAO,144,27
ID002,ID113,0,0.247,FAO-FAO,34,7
ID002,ID114,0,0.035,FAO-FAO,187,17
ID002,ID115,0,0,FAO-FAO,89,12
ID002,ID116,0,0,FAO-FAO,322,10
ID002,ID117,0,0,FAO-FAY,196,25
ID002,ID118,0,0,FAO-FAO,13,0
ID002,ID119,0,0.265,FAO-FAY,285,13
ID002,ID120,2,0,FAO-FAO,322,12
ID002,ID122,0,0.099,FAO-FAO,30,0
ID002,ID123,5,0.029,FAO-FAO,267,23
ID002,ID124,0,0.16,FAO-FAO,141,19
ID002,ID125,0,0,FAO-FAY,127,16
ID002,ID126,0,0,FAO-FAO,322,32
ID002,ID129,0,0,FAO-FAO,161,21
ID002,ID130,2,0,FAO-FAO,322,36
ID002,ID131,0,0,FAO-FAY,4,0
ID002,ID132,0,0,FAO-FAY,39,2
ID002,ID133,0,0,FAO-FAO,322,7
ID002,ID135,0,0.036,FAO-JUV,2,0
ID002,ID136,0,0.025,FAO-JUV,38,2
ID002,ID137,0,0.075,FAO-JUV,75,2
ID002,ID138,0,0,FAO-JUV,68,2
ID002,ID139,0,0.07,FAO-JUV,149,3
ID002,ID140,0,0.099,FAO-JUV,72,5
ID002,ID142,0,0,FAO-JUV,51,3
ID002,ID143,0,0.056,FAO-FAO,322,9
ID002,ID144,0,0.043,FAO-FAO,17,4
ID002,ID145,0,0.101,FAO-JUV,121,2
ID002,ID146,0,0,FAO-JUV,186,1
ID002,ID147,0,0.149,FAO-JUV,11,0
ID002,ID148,0,0.028,FAO-JUV,27,1
ID002,ID149,0,0,FAO-JUV,28,3
ID002,ID150,0,0,FAO-JUV,95,1
ID002,ID151,0,0.065,FAO-JUV,94,1
ID002,ID152,0,0.09,FAO-JUV,77,1
ID002,ID153,0,0.04,FAO-JUV,74,2
ID002,ID154,0,0,FAO-JUV,37,3
ID002,ID155,0,0,FAO-JUV,112,1
ID002,ID156,0,0,FAO-FAO,125,0
ID002,ID157,0,0,FAO-FAY,100,8
ID002,ID158,0,0,FAO-FAO,54,6
ID002,ID160,0,0,FAO-JUV,65,1
ID002,ID161,0,0,FAO-JUV,21,1
ID002,ID162,0,0.046,FAO-JUV,21,1
ID002,ID164,0,0,FAO-JUV,49,1
ID002,ID165,0,0,FAO-JUV,54,0
ID002,ID166,0,0,FAO-FAY,114,1
ID002,ID168,0,0,FAO-JUV,23,1
ID002,ID169,0,0,FAO-JUV,37,0
ID002,ID170,0,0,FAO-JUV,14,0
ID002,ID171,0,0,FAO-FAY,58,12
ID002,ID173,0,0,FAO-FAY,8,0
ID002,ID174,0,0.041,FAO-FAY,92,1
ID002,ID175,0,0.041,FAO-FAY,157,6
ID002,ID176,0,0,FAO-JUV,14,0
ID002,ID177,0,0.15,FAO-JUV,190,1
ID002,ID178,0,0.08,FAO-JUV,3,0
ID002,ID179,0,0,FAO-JUV,44,0
ID002,ID182,0,0.062,FAO-JUV,3,0
ID002,ID183,0,0.112,FAO-FAY,238,19
ID002,ID184,0,0,FAO-FAO,86,8
ID002,ID186,0,0.215,FAO-FAO,119,8
ID002,ID187,0,0,FAO-FAO,23,1
ID002,ID188,0,0.069,FAO-JUV,1,0
ID002,ID191,0,0,FAO-JUV,45,0
ID002,ID192,0,0.114,FAO-JUV,15,0
ID002,ID193,0,0,FAO-JUV,4,0
ID002,ID195,0,0.214,FAO-FAY,51,3
ID002,ID198,0,0.077,FAO-JUV,15,0
ID002,ID199,0,0,FAO-JUV,21,0
ID002,ID201,0,0,FAO-FAY,97,6
ID002,ID202,0,0,FAO-FAO,1,0
ID002,ID205,0,0.425,FAO-FAO,193,20
ID002,ID206,0,0.058,FAO-FAO,222,6
ID002,ID208,0,0,FAO-FAO,322,15
ID002,ID210,1,0.05,FAO-JUV,5,2
ID002,ID212,0,0.091,FAO-FAO,7,2
ID002,ID213,0,0,FAO-FAO,21,3
ID002,ID216,0,0.016,FAO-FAO,29,5
ID002,ID217,0,0.009,FAO-FAY,29,4
ID002,ID218,1,0.028,FAO-FAY,171,24
ID002,ID219,0,0.042,FAO-FAY,5,0
ID002,ID223,0,0.232,FAO-FAO,22,0
ID002,ID225,0,0.184,FAO-JUV,19,1
ID002,ID227,0,0.062,FAO-FAY,67,9
ID002,ID228,0,0,FAO-FAY,150,0
ID002,ID229,0,0,FAO-FAY,145,14
ID002,ID232,0,0,FAO-FAY,3,1
ID002,ID236,0,0,FAO-FAO,10,3
ID002,ID238,0,0,FAO-FAY,106,13
ID002,ID244,1,0,FAO-FAY,61,3
ID002,ID246,0,0,FAO-FAY,11,3
ID002,ID249,0,0,FAO-FAY,109,9
ID002,ID254,0,0,FAO-FAY,6,1
ID002,ID256,0,0.188,FAO-FAY,322,22
ID002,ID261,0,0,FAO-FAY,89,3
ID002,ID280,3,0.048,FAO-FAO,123,12
ID002,ID281,0,0,FAO-FAY,166,2
ID002,ID282,2,0.047,FAO-FAO,66,10
ID002,ID291,0,0.102,FAO-FAO,217,12
ID002,ID292,0,0.132,FAO-FAO,206,9
ID002,ID293,1,0,FAO-FAY,322,15
ID002,ID295,0,0,FAO-FAO,15,0
ID002,ID296,0,0.06,FAO-JUV,29,0
ID002,ID297,0,0,FAO-JUV,66,1
ID002,ID298,0,0,FAO-FAO,35,0
ID002,ID299,8,0,FAO-FAY,186,16
ID002,ID301,0,0.04,FAO-JUV,189,0
ID002,ID302,0,0.058,FAO-JUV,49,0
ID002,ID303,0,0,FAO-JUV,173,2
ID002,ID304,0,0.175,FAO-JUV,6,0
ID002,ID305,0,0.161,FAO-JUV,63,1
ID002,ID306,0,0,FAO-JUV,148,0
ID002,ID307,0,0,FAO-FAO,107,2
ID002,ID308,0,0,FAO-JUV,160,1
ID002,ID309,0,0,FAO-JUV,131,0
ID002,ID310,0,0,FAO-JUV,98,0
ID002,ID312,0,0,FAO-FAY,174,4
ID002,ID313,0,0.239,FAO-JUV,29,0
ID002,ID314,0,0,FAO-JUV,203,0
ID002,ID315,0,0,FAO-JUV,53,0
ID002,ID316,0,0.065,FAO-JUV,196,0
ID002,ID317,0,0.091,FAO-JUV,135,1
ID002,ID318,0,0.106,FAO-JUV,155,4
ID002,ID319,0,0.166,FAO-JUV,322,2
ID002,ID320,0,0.053,FAO-JUV,24,0
ID002,ID321,0,0.058,FAO-JUV,49,1
ID002,ID322,0,0.186,FAO-JUV,64,1
ID002,ID323,0,0.177,FAO-JUV,49,2
ID002,ID324,0,0,FAO-JUV,54,0
ID002,ID325,0,0.058,FAO-JUV,36,1
ID002,ID326,0,0.243,FAO-JUV,111,0
ID002,ID327,0,0,FAO-JUV,105,1
ID002,ID328,0,0.014,FAO-JUV,16,0
ID002,ID329,0,0.052,FAO-JUV,111,0
ID002,ID330,0,0,FAO-JUV,141,1
ID002,ID331,0,0,FAO-JUV,132,3
ID002,ID332,0,0.089,FAO-FAO,4,0
ID002,ID333,0,0.226,FAO-JUV,36,0
ID002,ID334,6,0.266,FAO-FAY,70,8
ID002,ID335,0,0,FAO-JUV,20,0
ID002,ID336,0,0.028,FAO-JUV,196,1
ID002,ID337,0,0.003,FAO-JUV,1,0
ID002,ID338,0,0.07,FAO-FAO,6,0
ID002,ID339,0,0.194,FAO-JUV,17,0
ID002,ID340,0,0,FAO-JUV,22,0
ID002,ID341,0,0,FAO-JUV,43,0
ID002,ID343,0,0.066,FAO-JUV,14,0
ID002,ID345,0,0.197,FAO-JUV,33,0
ID002,ID346,0,0,FAO-JUV,1,0
ID002,ID349,0,0.075,FAO-JUV,205,0
ID002,ID350,0,0,FAO-JUV,54,0
ID002,ID352,0,0.07,FAO-JUV,10,0
ID002,ID356,0,0.013,FAO-JUV,60,0
ID002,ID359,0,0,FAO-JUV,26,0
ID002,ID360,0,0.081,FAO-JUV,1,0
ID002,ID361,0,0.051,FAO-JUV,6,0
ID002,ID365,1,0,FAO-FAY,141,10
ID002,ID367,1,0.172,FAO-FAO,28,10
ID002,ID370,0,0,FAO-FAO,64,5
ID002,ID374,0,0.021,FAO-FAO,34,8
ID002,ID375,0,0,FAO-JUV,15,0
ID002,ID378,0,0,FAO-JUV,36,0
ID003,ID004,0,0.07,FAO-FAO,247,7
ID003,ID005,0,0,FAO-FAO,178,0
ID003,ID006,0,0.03,FAO-FAO,275,0
ID003,ID007,0,0,FAO-FAO,14,0
ID003,ID008,0,0,FAO-FAO,25,2
ID003,ID009,0,0,FAO-FAO,85,6
ID003,ID010,0,0,FAO-FAY,164,0
ID003,ID011,0,0,FAO-FAY,20,0
ID003,ID012,0,0,FAO-FAO,109,1
ID003,ID013,0,0.203,FAO-FAO,285,15
ID003,ID014,0,0.138,FAO-FAO,73,2
ID003,ID015,0,0.073,FAO-FAY,91,0
ID003,ID016,0,0.112,FAO-FAY,285,0
ID003,ID017,0,0.007,FAO-FAY,102,4
ID003,ID018,0,0.032,FAO-FAO,31,6
ID003,ID019,0,0,FAO-FAO,151,7
ID003,ID020,1,0.035,FAO-FAO,285,1
ID003,ID021,0,0,FAO-FAO,285,0
ID003,ID022,0,0,FAO-FAO,16,0
ID003,ID023,0,0.042,FAO-FAO,5,0
ID003,ID024,0,0.134,FAO-FAO,4,0
ID003,ID026,0,0.037,FAO-FAY,76,0
ID003,ID027,0,0.159,FAO-FAO,285,10
ID003,ID029,0,0.202,FAO-FAY,161,0
ID003,ID030,0,0,FAO-FAO,160,29
ID003,ID031,0,0,FAO-FAY,46,0
ID003,ID032,0,0,FAO-FAY,278,25
ID003,ID033,20,0.331,FAO-FAO,168,15
ID003,ID034,0,0,FAO-FAY,246,0
ID003,ID035,0,0,FAO-FAY,61,0
ID003,ID036,0,0.007,FAO-FAO,14,0
ID003,ID037,9,0.112,FAO-FAO,278,22
ID003,ID038,0,0,FAO-FAO,233,16
ID003,ID039,0,0.093,FAO-FAO,121,11
ID003,ID040,0,0,FAO-FAO,285,28
ID003,ID041,0,0.049,FAO-FAY,231,0
ID003,ID042,0,0,FAO-FAO,190,1
ID003,ID044,0,0.028,FAO-FAO,283,15
ID003,ID045,2,0.076,FAO-FAO,285,23
ID003,ID046,0,0.172,FAO-FAY,285,16
ID003,ID047,0,0.037,FAO-FAO,285,20
ID003,ID048,0,0.054,FAO-FAO,34,1
ID003,ID049,0,0.076,FAO-FAY,133,0
ID003,ID050,0,0.023,FAO-FAO,88,1
