"","ID","year","daytopart","interactions","sexage"
"2122","ID232",2021,-24,2,"FAY"
"2123","ID238",2021,-40,5,"FAY"
"2124","ID238",2021,-35,2,"FAY"
"2125","ID238",2021,-8,1,"FAY"
"2126","ID238",2021,-42,3,"FAY"
"2127","ID238",2021,-41,1,"FAY"
"2128","ID238",2021,-38,1,"FAY"
"2129","ID238",2021,-35,1,"FAY"
"2130","ID238",2021,-39,2,"FAY"
"2131","ID238",2021,-28,1,"FAY"
"2132","ID238",2021,-25,1,"FAY"
"2133","ID244",2021,-34,1,"FAY"
"2134","ID244",2021,19,1,"FAY"
"2135","ID244",2021,-15,3,"FAY"
"2136","ID244",2021,-31,1,"FAY"
"2137","ID244",2021,-34,2,"FAY"
"2138","ID246",2021,-24,1,"FAY"
"2139","ID246",2020,35,1,"FAY"
"2140","ID246",2020,36,5,"FAY"
"2141","ID249",2021,-22,1,"FAY"
"2142","ID249",2020,8,1,"FAY"
"2143","ID249",2021,-26,1,"FAY"
"2144","ID249",2020,12,1,"FAY"
"2145","ID249",2021,-2,1,"FAY"
"2146","ID249",2021,-1,1,"FAY"
"2147","ID249",2021,-22,1,"FAY"
"2148","ID249",2021,5,1,"FAY"
"2149","ID249",2021,-33,1,"FAY"
"2150","ID249",2021,-29,1,"FAY"
"2151","ID249",2021,-23,1,"FAY"
"2152","ID254",2021,-2,1,"FAY"
"2153","ID256",2021,-43,2,"FAY"
"2154","ID256",2021,9,2,"FAY"
"2155","ID256",2021,12,1,"FAY"
"2156","ID256",2020,19,10,"FAY"
"2157","ID256",2021,4,2,"FAY"
"2158","ID256",2020,63,37,"FAY"
"2159","ID256",2020,63,34,"FAY"
"2160","ID256",2021,8,5,"FAY"
"2161","ID256",2021,-28,2,"FAY"
"2162","ID256",2021,6,3,"FAY"
"2163","ID256",2021,6,4,"FAY"
"2164","ID256",2021,7,1,"FAY"
"2165","ID256",2020,22,8,"FAY"
"2166","ID256",2021,16,1,"FAY"
"2167","ID256",2021,-34,1,"FAY"
"2168","ID256",2021,-42,4,"FAY"
"2169","ID256",2021,-2,1,"FAY"
"2170","ID256",2021,-10,1,"FAY"
"2171","ID256",2020,45,4,"FAY"
"2172","ID256",2020,60,7,"FAY"
"2173","ID256",2021,14,2,"FAY"
"2174","ID256",2021,-28,3,"FAY"
"2175","ID256",2021,4,1,"FAY"
"2176","ID256",2020,32,1,"FAY"
"2177","ID256",2021,-12,2,"FAY"
"2178","ID256",2020,28,4,"FAY"
"2179","ID256",2020,32,10,"FAY"
"2180","ID256",2021,-16,1,"FAY"
"2181","ID256",2021,-25,1,"FAY"
"2182","ID256",2021,-18,2,"FAY"
"2183","ID256",2021,-24,1,"FAY"
"2184","ID261",2020,60,29,"FAY"
"2185","ID261",2020,60,2,"FAY"
"2186","ID261",2020,45,10,"FAY"
"2187","ID261",2021,-34,1,"FAY"
"2188","ID261",2020,45,12,"FAY"
"2189","ID261",2021,-13,1,"FAY"
"2190","ID261",2021,-12,1,"FAY"
"2191","ID261",2021,-13,1,"FAY"
"2192","ID261",2021,-12,1,"FAY"
"2193","ID261",2021,-14,2,"FAY"
"2194","ID261",2021,-28,4,"FAY"
"2195","ID280",2021,-30,1,"FAO"
"2196","ID280",2021,-12,2,"FAO"
"2197","ID280",2021,-22,5,"FAO"
"2198","ID280",2021,5,1,"FAO"
"2199","ID280",2021,-22,1,"FAO"
"2200","ID280",2021,-13,1,"FAO"
"2201","ID280",2021,-28,2,"FAO"
"2202","ID280",2021,-32,1,"FAO"
"2203","ID280",2021,19,1,"FAO"
"2204","ID280",2021,-10,1,"FAO"
"2205","ID280",2021,-11,1,"FAO"
"2206","ID280",2021,-8,1,"FAO"
"2207","ID280",2020,6,1,"FAO"
"2208","ID280",2021,-34,6,"FAO"
"2209","ID280",2021,-37,1,"FAO"
"2210","ID280",2021,-33,1,"FAO"
"2211","ID280",2021,-35,8,"FAO"
"2212","ID281",2020,23,6,"FAY"
"2213","ID281",2020,24,4,"FAY"
"2214","ID281",2020,25,19,"FAY"
"2215","ID281",2020,31,10,"FAY"
"2216","ID281",2020,26,2,"FAY"
"2217","ID281",2020,30,5,"FAY"
"2218","ID281",2020,14,1,"FAY"
"2219","ID282",2021,-28,2,"FAO"
"2220","ID282",2021,-42,6,"FAO"
"2221","ID282",2021,-41,2,"FAO"
"2222","ID282",2021,-21,1,"FAO"
"2223","ID282",2021,-26,1,"FAO"
"2224","ID282",2021,-25,1,"FAO"
"2225","ID282",2021,-25,1,"FAO"
"2226","ID291",2021,-33,2,"FAO"
"2227","ID291",2021,-21,1,"FAO"
"2228","ID291",2021,-1,1,"FAO"
"2229","ID291",2021,-28,8,"FAO"
"2230","ID291",2021,2,2,"FAO"
"2231","ID291",2021,-35,1,"FAO"
"2232","ID291",2020,21,1,"FAO"
"2233","ID291",2021,-28,1,"FAO"
"2234","ID291",2021,-6,1,"FAO"
"2235","ID291",2021,-2,1,"FAO"
"2236","ID291",2021,-13,2,"FAO"
"2237","ID291",2021,-12,5,"FAO"
"2238","ID291",2021,-26,1,"FAO"
"2239","ID291",2020,18,5,"FAO"
"2240","ID291",2020,24,4,"FAO"
"2241","ID291",2020,22,2,"FAO"
"2242","ID291",2020,13,2,"FAO"
"2243","ID291",2020,14,2,"FAO"
"2244","ID291",2021,2,3,"FAO"
"2245","ID291",2021,-26,3,"FAO"
"2246","ID291",2021,-22,14,"FAO"
"2247","ID292",2021,-23,1,"FAO"
"2248","ID292",2021,-21,1,"FAO"
"2249","ID292",2021,-26,2,"FAO"
"2250","ID292",2020,21,3,"FAO"
"2251","ID292",2020,26,4,"FAO"
"2252","ID292",2021,-34,1,"FAO"
"2253","ID292",2021,-25,1,"FAO"
"2254","ID292",2021,10,1,"FAO"
"2255","ID292",2021,-32,1,"FAO"
"2256","ID292",2021,-35,2,"FAO"
"2257","ID292",2021,-28,3,"FAO"
"2258","ID293",2021,7,2,"FAY"
"2259","ID293",2021,-13,1,"FAY"
"2260","ID293",2021,-12,5,"FAY"
"2261","ID293",2021,1,1,"FAY"
"2262","ID293",2021,-35,1,"FAY"
"2263","ID293",2021,2,3,"FAY"
"2264","ID293",2021,-14,4,"FAY"
"2265","ID293",2021,3,1,"FAY"
"2266","ID293",2021,-12,5,"FAY"
"2267","ID293",2020,23,4,"FAY"
"2268","ID293",2021,-9,1,"FAY"
"2269","ID293",2021,-39,1,"FAY"
"2270","ID293",2020,27,3,"FAY"
"2271","ID293",2021,-25,2,"FAY"
"2272","ID293",2021,-37,2,"FAY"
"2273","ID293",2021,-18,2,"FAY"
"2274","ID293",2021,18,2,"FAY"
"2275","ID293",2020,63,4,"FAY"
"2276","ID293",2020,60,33,"FAY"
"2277","ID293",2021,5,1,"FAY"
"2278","ID293",2021,-40,1,"FAY"
"2279","ID293",2020,20,1,"FAY"
"2280","ID293",2021,-31,5,"FAY"
"2281","ID293",2021,10,1,"FAY"
"2282","ID293",2021,11,1,"FAY"
"2283","ID293",2021,9,1,"FAY"
"2284","ID293",2020,24,1,"FAY"
"2285","ID293",2021,-42,2,"FAY"
"2286","ID293",2020,22,8,"FAY"
"2287","ID293",2021,-28,27,"FAY"
"2288","ID293",2020,25,2,"FAY"
"2289","ID293",2021,-42,4,"FAY"
"2290","ID293",2021,-34,2,"FAY"
"2291","ID293",2021,-33,1,"FAY"
"2292","ID293",2020,63,23,"FAY"
"2293","ID297",2020,27,4,"JUV"
"2294","ID297",2020,65,1,"JUV"
"2295","ID297",2020,65,12,"JUV"
"2296","ID297",2020,24,3,"JUV"
"2297","ID298",2020,26,9,"FAO"
"2298","ID298",2020,26,3,"FAO"
"2299","ID299",2021,-40,1,"FAY"
"2300","ID299",2021,-41,1,"FAY"
"2301","ID299",2021,-41,1,"FAY"
"2302","ID299",2021,-33,3,"FAY"
"2303","ID299",2021,-35,1,"FAY"
"2304","ID299",2021,-23,1,"FAY"
"2305","ID299",2021,-13,2,"FAY"
"2306","ID299",2021,-32,1,"FAY"
"2307","ID299",2021,-29,1,"FAY"
"2308","ID299",2021,-42,6,"FAY"
"2309","ID299",2021,17,1,"FAY"
"2310","ID299",2021,-40,2,"FAY"
"2311","ID299",2021,-39,1,"FAY"
"2312","ID299",2021,-28,7,"FAY"
"2313","ID299",2021,-34,1,"FAY"
"2314","ID299",2021,-10,1,"FAY"
"2315","ID299",2021,-9,9,"FAY"
"2316","ID299",2021,6,1,"FAY"
"2317","ID301",2020,93,3,"JUV"
"2318","ID301",2020,92,2,"JUV"
"2319","ID301",2020,25,9,"JUV"
"2320","ID301",2020,91,2,"JUV"
"2321","ID302",2020,90,10,"JUV"
"2322","ID302",2020,92,2,"JUV"
"2323","ID302",2020,45,26,"JUV"
"2324","ID303",2020,25,7,"JUV"
"2325","ID303",2020,90,2,"JUV"
"2326","ID303",2020,24,7,"JUV"
"2327","ID303",2020,65,1,"JUV"
"2328","ID303",2020,34,4,"JUV"
"2329","ID303",2020,94,1,"JUV"
"2330","ID303",2020,64,6,"JUV"
"2331","ID303",2020,29,4,"JUV"
"2332","ID303",2020,27,19,"JUV"
"2333","ID303",2020,26,1,"JUV"
"2334","ID303",2020,91,7,"JUV"
"2335","ID303",2020,90,4,"JUV"
"2336","ID303",2020,36,1,"JUV"
"2337","ID303",2020,35,2,"JUV"
"2338","ID304",2020,27,3,"JUV"
"2339","ID305",2020,32,1,"JUV"
"2340","ID305",2020,27,16,"JUV"
"2341","ID305",2020,90,21,"JUV"
"2342","ID305",2020,91,10,"JUV"
"2343","ID305",2020,28,3,"JUV"
"2344","ID305",2020,31,5,"JUV"
"2345","ID305",2020,30,2,"JUV"
"2346","ID306",2020,31,1,"JUV"
"2347","ID306",2020,32,2,"JUV"
"2348","ID307",2021,5,2,"FAO"
"2349","ID307",2021,-30,2,"FAO"
"2350","ID307",2021,-29,1,"FAO"
"2351","ID308",2020,60,3,"JUV"
"2352","ID308",2020,31,6,"JUV"
"2353","ID308",2020,27,13,"JUV"
"2354","ID308",2020,63,10,"JUV"
"2355","ID308",2020,31,8,"JUV"
"2356","ID308",2020,65,2,"JUV"
"2357","ID308",2020,63,8,"JUV"
"2358","ID308",2020,28,7,"JUV"
"2359","ID308",2020,64,9,"JUV"
"2360","ID308",2020,26,4,"JUV"
"2361","ID308",2020,25,1,"JUV"
"2362","ID308",2020,60,3,"JUV"
"2363","ID308",2020,32,3,"JUV"
"2364","ID309",2020,29,2,"JUV"
"2365","ID309",2020,31,1,"JUV"
"2366","ID309",2020,25,4,"JUV"
"2367","ID309",2020,30,1,"JUV"
"2368","ID309",2020,40,11,"JUV"
"2369","ID309",2020,40,13,"JUV"
"2370","ID309",2020,91,9,"JUV"
"2371","ID310",2020,63,18,"JUV"
"2372","ID310",2020,28,4,"JUV"
"2373","ID310",2020,63,1,"JUV"
"2374","ID312",2021,-14,3,"FAY"
"2375","ID312",2021,6,1,"FAY"
"2376","ID312",2021,-12,17,"FAY"
"2377","ID312",2021,16,3,"FAY"
"2378","ID312",2021,-27,1,"FAY"
"2379","ID312",2021,7,8,"FAY"
"2380","ID312",2021,8,1,"FAY"
"2381","ID312",2021,11,2,"FAY"
"2382","ID312",2021,12,3,"FAY"
"2383","ID312",2021,-31,1,"FAY"
"2384","ID312",2021,-27,1,"FAY"
"2385","ID312",2021,-24,3,"FAY"
"2386","ID312",2021,4,1,"FAY"
"2387","ID312",2021,6,5,"FAY"
"2388","ID312",2021,-10,1,"FAY"
"2389","ID312",2021,1,3,"FAY"
"2390","ID312",2021,20,1,"FAY"
"2391","ID312",2021,17,1,"FAY"
"2392","ID313",2020,64,1,"JUV"
"2393","ID313",2020,60,18,"JUV"
"2394","ID313",2020,60,13,"JUV"
"2395","ID314",2020,90,6,"JUV"
"2396","ID314",2020,90,6,"JUV"
"2397","ID314",2020,45,70,"JUV"
"2398","ID314",2020,91,3,"JUV"
"2399","ID314",2020,91,2,"JUV"
"2400","ID314",2020,25,2,"JUV"
"2401","ID314",2020,64,13,"JUV"
"2402","ID314",2020,45,16,"JUV"
"2403","ID314",2020,26,6,"JUV"
"2404","ID314",2020,27,3,"JUV"
"2405","ID314",2020,93,7,"JUV"
"2406","ID314",2020,60,23,"JUV"
"2407","ID314",2020,94,7,"JUV"
"2408","ID314",2020,60,2,"JUV"
"2409","ID314",2020,89,2,"JUV"
"2410","ID315",2020,65,2,"JUV"
"2411","ID315",2020,26,4,"JUV"
"2412","ID316",2020,26,16,"JUV"
"2413","ID316",2020,89,2,"JUV"
"2414","ID316",2020,28,4,"JUV"
"2415","ID316",2020,87,2,"JUV"
"2416","ID316",2020,77,3,"JUV"
"2417","ID316",2020,30,2,"JUV"
"2418","ID316",2020,27,7,"JUV"
"2419","ID316",2020,90,6,"JUV"
"2420","ID316",2020,90,3,"JUV"
"2421","ID317",2020,26,7,"JUV"
"2422","ID317",2020,60,6,"JUV"
"2423","ID317",2020,34,1,"JUV"
"2424","ID317",2020,35,4,"JUV"
"2425","ID317",2020,37,4,"JUV"
"2426","ID317",2020,31,1,"JUV"
"2427","ID317",2020,45,1,"JUV"
"2428","ID317",2020,60,8,"JUV"
"2429","ID318",2020,90,11,"JUV"
"2430","ID318",2020,60,9,"JUV"
"2431","ID318",2020,60,36,"JUV"
"2432","ID318",2020,90,1,"JUV"
"2433","ID318",2020,25,2,"JUV"
"2434","ID318",2020,45,23,"JUV"
"2435","ID319",2020,32,14,"JUV"
"2436","ID319",2020,31,2,"JUV"
"2437","ID319",2020,32,10,"JUV"
"2438","ID319",2020,31,7,"JUV"
"2439","ID319",2020,30,2,"JUV"
"2440","ID319",2020,65,11,"JUV"
"2441","ID319",2020,63,12,"JUV"
"2442","ID319",2020,45,72,"JUV"
"2443","ID319",2020,64,29,"JUV"
"2444","ID319",2020,25,4,"JUV"
"2445","ID319",2020,65,1,"JUV"
"2446","ID319",2020,45,87,"JUV"
"2447","ID319",2020,63,19,"JUV"
"2448","ID319",2020,64,1,"JUV"
"2449","ID319",2020,35,1,"JUV"
"2450","ID320",2020,63,16,"JUV"
"2451","ID320",2020,63,14,"JUV"
"2452","ID321",2020,90,2,"JUV"
"2453","ID321",2020,87,5,"JUV"
"2454","ID321",2020,90,2,"JUV"
"2455","ID321",2020,64,1,"JUV"
"2456","ID321",2020,31,1,"JUV"
"2457","ID322",2020,34,6,"JUV"
"2458","ID322",2020,31,2,"JUV"
"2459","ID322",2020,30,12,"JUV"
"2460","ID322",2020,31,11,"JUV"
"2461","ID323",2020,37,10,"JUV"
"2462","ID323",2020,34,6,"JUV"
"2463","ID323",2020,37,4,"JUV"
"2464","ID323",2020,32,5,"JUV"
"2465","ID323",2020,45,4,"JUV"
"2466","ID325",2020,45,2,"JUV"
"2467","ID325",2020,31,2,"JUV"
"2468","ID325",2020,45,8,"JUV"
"2469","ID325",2020,29,18,"JUV"
"2470","ID325",2020,35,1,"JUV"
"2471","ID326",2020,60,59,"JUV"
"2472","ID326",2020,34,6,"JUV"
"2473","ID326",2020,94,2,"JUV"
"2474","ID326",2020,65,12,"JUV"
"2475","ID326",2020,29,2,"JUV"
"2476","ID326",2020,65,5,"JUV"
"2477","ID326",2020,60,19,"JUV"
"2478","ID326",2020,94,6,"JUV"
"2479","ID327",2020,94,2,"JUV"
"2480","ID327",2020,60,5,"JUV"
"2481","ID327",2020,60,24,"JUV"
"2482","ID327",2020,34,2,"JUV"
"2483","ID327",2020,45,12,"JUV"
"2484","ID327",2020,45,39,"JUV"
"2485","ID328",2020,34,7,"JUV"
"2486","ID329",2020,60,14,"JUV"
"2487","ID329",2020,60,50,"JUV"
"2488","ID329",2020,64,3,"JUV"
"2489","ID329",2020,31,4,"JUV"
"2490","ID329",2020,32,1,"JUV"
"2491","ID329",2020,64,7,"JUV"
"2492","ID330",2020,31,1,"JUV"
"2493","ID330",2020,77,3,"JUV"
"2494","ID330",2020,60,21,"JUV"
"2495","ID330",2020,45,3,"JUV"
"2496","ID330",2020,32,23,"JUV"
"2497","ID330",2020,30,2,"JUV"
"2498","ID331",2020,60,2,"JUV"
"2499","ID331",2020,37,4,"JUV"
"2500","ID331",2020,93,3,"JUV"
"2501","ID331",2020,31,2,"JUV"
"2502","ID331",2020,60,2,"JUV"
"2503","ID333",2020,79,1,"JUV"
"2504","ID333",2020,64,6,"JUV"
"2505","ID333",2020,65,3,"JUV"
"2506","ID334",2021,-43,4,"FAY"
"2507","ID334",2021,-41,1,"FAY"
"2508","ID334",2021,-40,11,"FAY"
"2509","ID334",2021,-38,3,"FAY"
"2510","ID334",2021,-29,1,"FAY"
"2511","ID334",2021,-22,6,"FAY"
"2512","ID334",2021,-21,1,"FAY"
"2513","ID334",2021,-13,1,"FAY"
"2514","ID334",2021,-8,1,"FAY"
"2515","ID335",2020,60,2,"JUV"
"2516","ID335",2020,90,1,"JUV"
"2517","ID335",2020,88,3,"JUV"
"2518","ID335",2020,60,9,"JUV"
"2519","ID336",2020,45,101,"JUV"
"2520","ID336",2020,60,13,"JUV"
"2521","ID336",2020,35,3,"JUV"
"2522","ID336",2020,45,28,"JUV"
"2523","ID336",2020,36,2,"JUV"
"2524","ID337",2020,45,1,"JUV"
"2525","ID339",2020,44,3,"JUV"
"2526","ID339",2020,60,16,"JUV"
"2527","ID340",2020,45,15,"JUV"
"2528","ID340",2020,63,17,"JUV"
"2529","ID341",2020,88,3,"JUV"
"2530","ID341",2020,90,8,"JUV"
"2531","ID341",2020,89,3,"JUV"
"2532","ID341",2020,91,4,"JUV"
"2533","ID341",2020,91,2,"JUV"
"2534","ID343",2020,40,3,"JUV"
"2535","ID345",2020,60,2,"JUV"
"2536","ID345",2020,79,1,"JUV"
"2537","ID345",2020,60,36,"JUV"
"2538","ID349",2020,63,35,"JUV"
"2539","ID349",2020,87,2,"JUV"
"2540","ID349",2020,60,17,"JUV"
"2541","ID349",2020,45,158,"JUV"
"2542","ID349",2020,89,3,"JUV"
"2543","ID349",2020,93,6,"JUV"
"2544","ID349",2020,64,2,"JUV"
"2545","ID349",2020,93,2,"JUV"
"2546","ID349",2020,90,12,"JUV"
"2547","ID349",2020,90,3,"JUV"
"2548","ID350",2020,65,7,"JUV"
"2549","ID350",2020,45,59,"JUV"
"2550","ID350",2020,65,12,"JUV"
"2551","ID350",2020,40,24,"JUV"
"2552","ID350",2020,60,3,"JUV"
"2553","ID352",2020,60,5,"JUV"
"2554","ID352",2020,63,3,"JUV"
"2555","ID356",2020,94,5,"JUV"
"2556","ID359",2020,65,12,"JUV"
"2557","ID359",2020,65,19,"JUV"
"2558","ID360",2020,64,3,"JUV"
"2559","ID361",2020,65,16,"JUV"
"2560","ID365",2021,-43,1,"FAY"
"2561","ID365",2021,-41,3,"FAY"
"2562","ID365",2021,-37,2,"FAY"
"2563","ID365",2021,-35,1,"FAY"
"2564","ID365",2021,-34,1,"FAY"
"2565","ID365",2021,-32,1,"FAY"
"2566","ID365",2021,-29,2,"FAY"
"2567","ID365",2021,-28,3,"FAY"
"2568","ID365",2021,-24,1,"FAY"
"2569","ID365",2021,3,1,"FAY"
"2570","ID365",2021,5,1,"FAY"
"2571","ID365",2021,6,2,"FAY"
"2572","ID365",2021,7,2,"FAY"
"2573","ID365",2021,8,1,"FAY"
"2574","ID365",2021,20,1,"FAY"
"2575","ID365",2021,22,1,"FAY"
"2576","ID365",2021,24,1,"FAY"
"2577","ID367",2021,-43,4,"FAO"
"2578","ID367",2021,-42,2,"FAO"
"2579","ID367",2021,-40,2,"FAO"
"2580","ID367",2021,-39,7,"FAO"
"2581","ID367",2021,-35,1,"FAO"
"2582","ID367",2021,-29,3,"FAO"
"2583","ID367",2021,-28,2,"FAO"
"2584","ID367",2021,-27,1,"FAO"
"2585","ID367",2021,-26,1,"FAO"
"2586","ID367",2021,-25,5,"FAO"
"2587","ID367",2021,-12,1,"FAO"
"2588","ID370",2021,-43,2,"FAO"
"2589","ID370",2021,-42,2,"FAO"
"2590","ID370",2021,-41,1,"FAO"
"2591","ID370",2021,-40,8,"FAO"
"2592","ID370",2021,-39,1,"FAO"
"2593","ID374",2021,-39,1,"FAO"
"2594","ID374",2021,-25,1,"FAO"
"2595","ID375",2020,94,4,"JUV"
"2596","ID375",2020,90,1,"JUV"
"2597","ID375",2020,93,3,"JUV"
"2598","ID375",2020,91,2,"JUV"
"2599","ID375",2020,91,6,"JUV"
"2600","ID378",2020,91,9,"JUV"
"2601","ID378",2020,87,5,"JUV"
"2602","ID378",2020,94,1,"JUV"
"2603","ID378",2020,90,3,"JUV"
